instance_id,user_id,text,politeness,gender,race,age,occupation,education,gpt-5.2 (zero shot prompting),claude-sonnet-4.6 (zero shot prompting),claude-opus-4.6 (zero shot prompting),gemini-3.1-pro (zero shot prompting),claude-haiku-4.5 (zero shot prompting),llama-3-8b (zero shot prompting),mistral-large-2512 (zero shot prompting),gpt-oss-120b (zero shot prompting),gpt-5.2 (few shot),claude-sonnet-4.6 (few shot),claude-opus-4.6 (few shot),gemini-3.1-pro (few shot),claude-haiku-4.5 (few shot),llama-3-8b (few shot),mistral-large-2512 (few shot),gpt-oss-120b (few shot),gpt-5.2 (persona prompt),claude-sonnet-4.6 (persona prompt),claude-opus-4.6 (persona prompt),gemini-3.1-pro (persona prompt),claude-haiku-4.5 (persona prompt),llama-3-8b (persona prompt),mistral-large-2512 (persona prompt),gpt-oss-120b (persona prompt)
1953,8,"He's 3 and SO big now. He's talking like crazy and says the funniest

things. He's getting to be pretty ornery, too.",2.0,Woman,White,18-24,Employed,College degree,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0
647,8,"Hi, 



Just wanted to let you know I believe I can just use the current Excel spreadsheet by using the filter.  



Thank you for your help.  I appreciate it!



Lisa",5.0,Woman,White,18-24,Employed,College degree,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0
3067,8,"Please find attached the Global Markets Monitor for the week ending 20 July 2001.
 
Thank you,
Maureen Raymond-Castaneda
and Gwyn Koepke",2.0,Woman,White,18-24,Employed,College degree,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0
518,8,Which location are you speaking of? I am a little lost. Can you give me an example?,4.0,Woman,White,18-24,Employed,College degree,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0
581,8,"Hi Mikey,



I hope this email finds you well. I was wondering if you have any plans for the Labour Day long weekend. I was considering going to Toronto to visit Dan and was wondering if you would be interested in joining us. Please let me know if you have any availability and would like to join.



Best regards,

Chris",5.0,Woman,White,18-24,Employed,College degree,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0
945,8,"There was a picture of a little boy sucking his finger standing next to a very happy dog. The caption read ""Did he or didn't he?"". How are you today.",1.0,Woman,White,18-24,Employed,College degree,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0
1388,8,Huh? For you to handle as you wish.,1.0,Woman,White,18-24,Employed,College degree,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0
3601,8,"Hey, I hope you're doing great! I wanted to share some news. The Supreme Court of the U.S. has ruled that there can't be a nativity scene in Washington, D.C., this Christmas. The Court ruling is not based on the separation of Church and State. They could not find the three wise men and Virgin Mary in the Nation's capitol. However, finding enough people to fill the stable would not be a problem.",4.0,Woman,White,18-24,Employed,College degree,2.0,2.0,3.0,4.0,4.0,3.0,3.0,,3.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,,3.0,4.0
48,8,can you forward me the loser rules for that league,1.0,Woman,White,18-24,Employed,College degree,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0
3592,8,weekends?  what about during the week.  you always dodge my accusations.  you can't always get away with things you know.  you should see the lovely canary yellow mustang that i am driving.,1.0,Woman,White,18-24,Employed,College degree,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0
1855,8,"We have been doing this here in Houston via a Unanimous Consent of the 
Directors of the Company appointing the individual(s) as agents and 
attorneys-in-fact.  Do you sugguest I proceed this way or via the Power of 
Attorney below?",4.0,Woman,White,18-24,Employed,College degree,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0
2589,8,"Hello everyone,



Attached is a resume of Manuel, one of our applicants. During the meeting that I had with him, I got to know him and his background, with empathize on his ability to perform. He's also willing to relocate to our businesses in Sydney and Tokyo, and I think that he would be a wonderful addition to our organization.



Mike.

",5.0,Woman,White,18-24,Employed,College degree,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
1883,8,"Hello Holden,



When the February and March worksheets are available, please send them my way!  



Thank you,

Steve.",5.0,Woman,White,18-24,Employed,College degree,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0
3057,8,"Yes the teacher handed out the midterm.  It's a take home exam that should take 90 min and open book. it should be on the website. Check it, and if it's not there, I will fax it to you.",5.0,Woman,White,18-24,Employed,College degree,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0
1421,8,"I thought you would like that. We've been working the homeboy language in the 
broker market all week. You diss'n me? I'll bust a cap in your ass.",1.0,Woman,White,18-24,Employed,College degree,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
735,8,"PROLLY SHOULDN'T USE THE F WORD IN AN INTRA-COMPANY E-MAIL, PARDNER",1.0,Woman,White,18-24,Employed,College degree,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0
1804,8,I think that chick gave me something!   I serious.,1.0,Woman,White,18-24,Employed,College degree,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0
2835,8,Please read the bottom of the email to see some ladies idea of a gift.,2.0,Woman,White,18-24,Employed,College degree,2.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
215,8,"Here is the answer to the question:

 It unlikely that severance payments would be continued. Current or former employees of a bankrupt entity are generally considered as unsecured creditors.",3.0,Woman,White,18-24,Employed,College degree,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0
2845,8,"This is absolutely the FINAL rewrite of this letter (just joking!)   Unless 
there are any further changes needed, I am proceeding with printing the 
letters for all 240 (or there about) employees.
Fran",4.0,Woman,White,18-24,Employed,College degree,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0
2779,8,try to watch what you say over the shout box.,2.0,Woman,White,18-24,Employed,College degree,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0
629,8,"Dear John,

I wanted to provide you with an update on the notional bid based on yesterday's  (5/9/01) curves and spreads from our previous quotes. 

The updated bid is now $4.51/MMBTU.



Please let me know if you require any further assistance.



Best Regards,



Charlie",5.0,Woman,White,18-24,Employed,College degree,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0
65,8,"No problem, I will contact the other two members",5.0,Woman,White,18-24,Employed,College degree,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0
1462,8,"The big switch is that we are shutting Public Service Electric and Gas Company off from power. All their power will be traded out of PSEG Energy Resources & Trade, LLC.",3.0,Woman,White,18-24,Employed,College degree,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0
2977,8,3pm     come and get me......,2.0,Woman,White,18-24,Employed,College degree,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0
3125,8,I think you sent this to the wrong Sherman (Christina),4.0,Woman,White,18-24,Employed,College degree,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0
1450,8,"DO A LIST OF MISTAKES THAT BETTER SYSTEMS COULD HAVE AVOIDED INCLUDING 
FINANCIAL IMPACT",1.0,Woman,White,18-24,Employed,College degree,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0
1966,8,"Under section four it shows we cashed out $40,000 from accounts 6&7 to pay Mary. Since we moved this money ouf of dad's IRA prior to his passing do we have to account for this?",4.0,Woman,White,18-24,Employed,College degree,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0
1436,8,bet you're having fun.  are there comments that accompany Alan's tech piece?,4.0,Woman,White,18-24,Employed,College degree,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0
2045,8,"I am going to repeat this again.

Please do not sell below $15 for El Paso without ramping down the four corners.

Please read the instructions on the generation dispatch.

Do NOT let this happen again.



Also, please see me or another experienced member of the group with questions or concerns.



Thank you,

B",2.0,Woman,White,18-24,Employed,College degree,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0
1817,8,"This evening, ECT faxed comments to counterparty's proposed ISDA to both John 
Joel and Douglas Marshall.  We also resent the Credit Support Annex because 
counterparty never commented on ours and failed to include one.  John Joel 
called me this morning to determine when the lawyers could speak.  I told him 
to schedule a conference call because ECT was ready and was faxing comments 
today.  I haven't heard from him.  SS",4.0,Woman,White,18-24,Employed,College degree,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0
938,9,"Hello, hope all is well with you today. Please, lets try to work out a time to see them that is preferable to both of us.",4.0,Man,White,30-34,Employed,Graduate degree,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
254,9,Give me a call about this in January. Hope your holidays are great! John,4.0,Man,White,30-34,Employed,Graduate degree,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0
2338,9,"All - 
Please confirm you received the folders for the phone screens I gave to your assistants yesterday afternoon.  
Please feel free to call me with any questions!
Kind regards, 
Adrianne
x57302",5.0,Man,White,30-34,Employed,Graduate degree,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
3202,9,"Happy Thanksgiving everyone. Just a last minute reminder that I am going to be leaving soon and it will be difficult for me to answer my phone, so if anyone needs me send me an emil and I will respond asap.",5.0,Man,White,30-34,Employed,Graduate degree,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
3507,9,Do you know if this has been done yet? I want to compare the two.................,5.0,Man,White,30-34,Employed,Graduate degree,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0
1574,9,"I wanted to provide you with an update on the price report. At the moment, I have requested that wholesale basis positions (price equivalent) be excluded from the report. Additionally, I have requested a separate basis report that will contain similar information to the price report. This will allow me to examine basis correlations before including them in fixed prices.



Thank you for your understanding, and please let me know if you have any questions or concerns.



Best regards,",4.0,Man,White,30-34,Employed,Graduate degree,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0
3199,9,"Dear Erin,



I hope this message finds you well. I wanted to share with you an endorsement from Jeff Skilling for the book Expectations Investing: Reading Stock Prices for Better Returns by Michael Mauboussin and Al Rappaport. Jeff had this to say about the book: ""In Expectations Investing, Mauboussin and Rappaport offer a fresh perspective on the investment market architecture...making it a valuable tool for today's innovative investor.""



If you need any more information or assistance regarding this endorsement, please do not hesitate to contact me using the business card attached below.



Thank you for your interest in the book. I wish you all the best.



Sincerely,



Christie Patrick",3.0,Man,White,30-34,Employed,Graduate degree,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0
3626,9,Hi I was just wondering if you'd found my cell phone yet? Thanks.,5.0,Man,White,30-34,Employed,Graduate degree,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0
2857,9,Remember to try and dress modest when possible to be respectful to everyone.,3.0,Man,White,30-34,Employed,Graduate degree,2.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0
2355,9,"Please forward to Don, my email is not going through.",1.0,Man,White,30-34,Employed,Graduate degree,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0
1768,9,"HI. I have worn your sunglasses.  They remind me of the glasses you wear in a tanning bed, not typical sunglasses.   I think advertising them as sunglasses isnt correct.  My neighbors think Im crazy because they saw me wear them.",5.0,Man,White,30-34,Employed,Graduate degree,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0
2856,9,that is absolutely disgusting.  i see that you are getting in a better mood.  so how was your smoke?,3.0,Man,White,30-34,Employed,Graduate degree,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,2.0,1.0
887,9,"The Weekend looks good , I have to do little homework.Other than that I am ready to go.Houston may not like you to be in the room , if  you would just leave , Please ",5.0,Man,White,30-34,Employed,Graduate degree,2.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0
3710,9,"Hi there,



I hope you're doing well. I just wanted to share something funny that happened at work. There's a new person who sits down the row from me, and she speaks in a baby talk voice. It's quite interesting, to say the least!



On another note, regarding ear cleaning, I'm not really bored, but I must admit it's not a topic I'd typically discuss. I appreciate your suggestion though!



By the way, I'm sending this email quickly before someone walks by and reads it. Just want to make sure everything stays professional.



On a different topic, I've decided to skip my run this week due to some other commitments.



Hope you have a great day!



Best,

RR",5.0,Man,White,30-34,Employed,Graduate degree,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,3.0
2443,9,oh i see punish me for other people!  that's fair!  do you think that you could have decided this another day?  i hate you!,4.0,Man,White,30-34,Employed,Graduate degree,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
3711,9,Just a question. Did you ever get this back from Ken? ,3.0,Man,White,30-34,Employed,Graduate degree,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0
2580,9,i do not know this person.  i think you have the wrong larry campbell.,4.0,Man,White,30-34,Employed,Graduate degree,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0
1871,9,"This beaver had a super night of drinking and forgot his hardhat at work the
next day
 - safety first.jpg",4.0,Man,White,30-34,Employed,Graduate degree,3.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,3.0,1.0
1300,9,We're going to Vegas! I spoke with Jacques the other night. He is going to leave a message with me at the desk so I will leave one there with you as well. We are at Harrah's across from Ceasars and Mirage. Be ready to have fun!,5.0,Man,White,30-34,Employed,Graduate degree,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0
3226,9,"See...reading Martha Stewart Living may make me rich yet!
>",3.0,Man,White,30-34,Employed,Graduate degree,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0
954,9,read the bottom of the email with some chicks idea as a gift,4.0,Man,White,30-34,Employed,Graduate degree,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0
1872,9,Attached are EOL credit approvals.  Please call with any questions; thanks.,4.0,Man,White,30-34,Employed,Graduate degree,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0
3169,9,I shall be there.  Is that good enough for an RSVP?,4.0,Man,White,30-34,Employed,Graduate degree,3.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0
1670,9,are you sure you are looking at the correct one b/c i don't see her on yahoo.  i think you are lying b/c she is not gross.,3.0,Man,White,30-34,Employed,Graduate degree,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0
1783,9,"Please confirm Advance Energy is a government utility. If so, for legal reasons, it needs to be limited to Australian Power and weather. Thanks ",4.0,Man,White,30-34,Employed,Graduate degree,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0
1225,9,"Heather, I think Darren and Donna were left off of Bob's email. Do you think you could help Bob and set up times with them too? That would probably be helpful if you could and I'd appreciate that.",4.0,Man,White,30-34,Employed,Graduate degree,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
774,9,"Dear X,



The M: drive problem has been resolved. The Cluster Volume went off line and has been brought back online. Please let us know if you have any futher problems!



Thanks,

Diana",4.0,Man,White,30-34,Employed,Graduate degree,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
1777,9,"A name correction is requested for Alpine Press, Inc. Please change it to Aplina Press Inc as per the password application.",4.0,Man,White,30-34,Employed,Graduate degree,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0
2663,9,Do you know if this project is completed. I need to compare the two in order to move forward.,4.0,Man,White,30-34,Employed,Graduate degree,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0
406,9,"Market Participants and Scheduling Coordinators:

As of Monday, March 12, the ISO will revise the format and contents of the

generator outage information that is posted daily in accordance with the Public Utility Code section 352.5. The revised content will be planned or

unplanned, resource name, owner, location, MW curtailed, Unit Maximum.

Further revisions may be implemented in the future.

Any questions related to this announcement should be relayed to Jeanne M.

Sol, at jsole@caiso.com by noon on Friday, March 9.",4.0,Man,White,30-34,Employed,Graduate degree,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0
673,9,"Well noted. However, we may want to consider diesel installation for Lincoln Electric. My thoughts on the diesel installations should be our primary solution to cover OPPD short for May-Oct 02.",5.0,Man,White,30-34,Employed,Graduate degree,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0
3268,9,10/29 - As per Tracy this meeting will canceled. She and Rod will meet with Stan.,5.0,Man,White,30-34,Employed,Graduate degree,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0
426,9,"Hello,



I was just wondering if either of you had sent this agreement to Anthony. Let me know. ",5.0,Man,White,30-34,Employed,Graduate degree,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0
3401,9,"Good morning!

I just wanted to let you know I am attaching a redline of a revised version of the former PPA document, which is compared against the August 7 draft.

I know that sending it without anyone else reading it is a very gutsy and foolhardy move, I just thought that letting you read it before it is subject to further Enron review would be beneficial to you.

Have a great day!

Thank you,

Kay",5.0,Man,White,30-34,Employed,Graduate degree,3.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,2.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0
69,9,I'm here for you. Just let me know where and when.,4.0,Man,White,30-34,Employed,Graduate degree,5.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0
179,9,"Ground hog day.  
They have asked me to sign non-compete.  I don't want to sign contract as is.
Where are you?",4.0,Man,White,30-34,Employed,Graduate degree,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0
357,9,Carefull - Don't make me deny you of sex!!!,4.0,Man,White,30-34,Employed,Graduate degree,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
766,9,"Hello Shelley, 



I would appreciate any comments or overall feedback on the attached document. I have been trying to formulate my thoughts more positively to help better get our message across. Donna helped me put together some information, but I would appreciate your thoughts on it all. 



Thanks, 

Lynn",4.0,Man,White,30-34,Employed,Graduate degree,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0
2393,9,"According to Mr. Goodell, Tetco has Teal Lodge on the seller's block.  I 
think you should buy it.",4.0,Man,White,30-34,Employed,Graduate degree,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0
1599,9,"If you're interested, perhaps we could grab some food and drinks after work? I'm going to Mississippi for Val's wedding, but I'll be in town for the rest of the month and would love to catch up with you in Houston. Let me know if you're up for some drinks after work.",3.0,Man,White,30-34,Employed,Graduate degree,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0
2852,9,"Dear Tana,

Your request has been submitted. You will receive confirmation when the request has been completed.

You may click here to view the request -->

Thanks,

Mike ",5.0,Man,White,30-34,Employed,Graduate degree,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0
1071,9,"I signed the offer letter last week, and we went through the orientation, then filled out the piles of paperwork. I won't have the official new title and company name until the 8th I heard.  Enough about me.  How are you?  is your car still holding up?  I'm house shopping now, I want to build one, just don't know where. It is fun looking though.

Talk to you later",4.0,Man,White,30-34,Employed,Graduate degree,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0
